Date,Open,High,Low,Close,Adj_Close,Volume,SMA_20,EMA_20,Volatility_20
5/22/2000,3.859375,3.921875,3.828125,3.890625,3.890625,629600,3.8125,3.835926192204381,0.14311573458862506
5/23/2000,3.875,4,3.875,3.90625,3.90625,867200,3.81953125,3.8426236977087256,0.14414232432852123
5/24/2000,3.90625,4.1875,3.90625,4.109375,4.109375,2265600,3.83359375,3.8680285836412276,0.15807121185747816
5/25/2000,4.078125,4.40625,4.078125,4.328125,4.328125,3015200,3.86484375,3.9118472899611105,0.1895634131982088
5/26/2000,4.359375,4.53125,4.328125,4.5,4.5,2294000,3.90234375,3.967861833774338,0.23450517218443076
5/30/2000,4.5,4.953125,4.5,4.9375,4.9375,3808800,3.96484375,4.06,0.3238035844575615
5/31/2000,4.9375,5.15625,4.9375,5.078125,5.078125,3260000,4.03671875,4.157152770958132,0.39888551952802703
6/1/2000,5.015625,5.0625,4.84375,4.96875,4.96875,1439200,4.10703125,4.234447745152596,0.43334715456935274
6/2/2000,4.96875,5.03125,4.640625,4.796875,4.796875,1328000,4.1625,4.2880122456142535,0.4475869604569058
6/5/2000,4.734375,4.734375,4.515625,4.53125,4.53125,2012800,4.2,4.311177746031944,0.44537669781941375
6/6/2000,4.5625,4.5625,4.203125,4.28125,4.28125,3908800,4.2234375,4.308327484505091,0.44
6/7/2000,4.375,4.65625,4.375,4.625,4.625,2362400,4.2671875,4.338486771695083,0.4300021276339639
6/8/2000,4.5625,4.625,4.546875,4.625,4.625,1389600,4.30859375,4.365773745819361,0.4221300094286075
6/9/2000,4.59375,4.75,4.578125,4.625,4.625,1259200,4.353125,4.390461960503231,0.40499553278887684
6/12/2000,4.65625,4.734375,4.59375,4.65625,4.65625,828800,4.38984375,4.415775107121971,0.39705157566967936
6/13/2000,4.625,4.640625,4.546875,4.59375,4.59375,917200,4.41484375,4.432725096919878,0.39314891855736767
6/14/2000,4.65625,4.65625,4.546875,4.609375,4.609375,1511600,4.4390625,4.449548897213223,0.38925417361619946
6/15/2000,4.609375,4.65625,4.578125,4.578125,4.578125,719200,4.46796875,4.461794240335774,0.3761794431898388
6/16/2000,4.59375,4.609375,4.46875,4.5,4.5,1062000,4.4984375,4.465432884113319,0.35077671687083634
6/19/2000,4.390625,4.59375,4.375,4.53125,4.53125,1400800,4.53359375,4.471701180864431,0.3132915550706994
6/20/2000,4.5,4.515625,4.40625,4.453125,4.453125,1800000,4.56171875,4.469932020782105,0.27550207419638745
6/21/2000,4.484375,4.75,4.453125,4.75,4.75,1013600,4.60390625,4.50,0.23082703807165408
6/22/2000,4.6875,5.15625,4.578125,4.859375,4.859375,1576000,4.64140625,4.531154670073333,0.20582560753088816
6/23/2000,4.890625,5.078125,4.890625,4.96875,4.96875,3058400,4.6734375,4.5728304157806345,0.20434854166414274
6/26/2000,5,5.0625,4.8125,4.96875,4.96875,2096400,4.696875,4.6105370428491455,0.21020676303031488
6/27/2000,4.96875,5.0078,4.6875,4.78125,4.78125,2303200,4.6890625,4.626795419720656,0.20359257924189464
6/28/2000,4.6875,5.125,4.53125,5.109375,5.109375,1966800,4.690625,4.672755379747261,0.20682982691727594
6/29/2000,5.140625,5.25,5.0625,5.0625,5.0625,1450400,4.6953125,4.709873915009426,0.21438909728084002
6/30/2000,5.078125,5.125,4.621075,4.6289,4.6289,3830800,4.68691375,4.702162113579957,0.2134892964583971
7/3/2000,4.71875,5.1875,4.71875,5.140625,5.140625,1035200,4.7173825,4.74,0.23272207448788815
7/5/2000,5.140625,5.1875,4.90625,4.921875,4.921875,665600,4.74941375,4.760868532885181,0.2127659104810444
7/6/2000,4.953125,5.109375,4.953125,5.0625,5.0625,660000,4.77128875,4.789595339277068,0.22
7/7/2000,5.125,5.15625,5,5.125,5.125,1048400,4.79628875,4.82,0.23218668496704492
7/10/2000,5.140625,5.34375,5.140625,5.3125,5.3125,1723600,4.83066375,4.868296865031795,0.2552402256589013
7/11/2000,5.359375,5.578125,5.34375,5.5,5.5,2323200,4.87285125,4.93,0.2919804462940817
7/12/2000,5.5625,5.8125,5.453125,5.53125,5.53125,1302400,4.91972625,4.985867728518091,0.31883382349577233
7/13/2000,5.5,5.9375,5.5,5.8125,5.8125,2296400,4.9798825,5.064594611516369,0.3670505999195683
7/14/2000,5.875,5.890625,5.671875,5.734375,5.734375,1480400,5.037695,5.128383219943381,0.39073485799196267
7/17/2000,5.796875,5.8125,5.640625,5.703125,5.703125,1066400,5.09785125,5.183120532329726,0.40
7/18/2000,5.8125,6,5.8125,5.96875,5.96875,1789200,5.16972625,5.257942386393561,0.41777694143454974
7/19/2000,6.03125,6.375,6,6.046875,6.046875,1901600,5.24941375,5.33,0.4258171406461833
7/20/2000,6.09375,6.125,5.9375,6.015625,6.015625,734400,5.312695,5.398083223328969,0.4414485582476703
7/21/2000,5.984375,6.25,5.90625,6.21875,6.21875,1531600,5.38066375,5.476241963964306,0.4715987022377205
7/24/2000,6.234375,6.234375,6.125,6.1875,6.1875,896000,5.44160125,5.543980824539134,0.4937901536953858
7/25/2000,6.1875,6.25,6.125,6.125,6.125,931200,5.49941375,5.599315984106836,0.5031137490716526
7/26/2000,6.125,6.125,5.921875,5.984375,5.984375,859200,5.55957,5.635988271334757,0.48430080906177964
7/27/2000,5.921875,5.984375,5.71875,5.875,5.875,804800,5.59785125,5.658751293112399,0.48
7/28/2000,5.84375,5.875,5.71875,5.765625,5.765625,626000,5.6330075,5.668929741387409,0.4611620046643611
7/31/2000,5.75,5.8125,5.40625,5.453125,5.453125,1100400,5.67421875,5.648376908874322,0.39940060327905186
8/1/2000,5.4375,5.671875,5.4375,5.65625,5.65625,873200,5.7,5.6491267270767676,0.37927931139548204
8/2/2000,5.65625,5.765625,5.65625,5.703125,5.703125,1701600,5.7390625,5.654269419736123,0.3322346029757785
8/3/2000,5.625,5.796875,5.34375,5.78125,5.78125,1846800,5.775,5.666362808332683,0.29158637679352994
8/4/2000,5.71875,5.828125,5.625,5.75,5.75,478000,5.80625,5.674328255158142,0.24857736670268601
8/7/2000,5.75,5.8125,5.65625,5.65625,5.65625,288000,5.8234375,5.672606516571652,0.2232329644440382
8/8/2000,5.671875,5.6875,5.5,5.625,5.625,224000,5.8296875,5.668072562612447,0.21531012478637845
8/9/2000,5.59375,5.625,5.4375,5.53125,5.53125,565600,5.8296875,5.655041842363643,0.21531012478637848
8/10/2000,5.46875,5.5,5.3125,5.421875,5.421875,654000,5.81015625,5.632835476424248,0.23386869655560574
8/11/2000,5.46875,5.671875,5.46875,5.609375,5.609375,502400,5.80390625,5.630601145336224,0.24
8/14/2000,5.578125,5.671875,5.578125,5.640625,5.640625,371200,5.80078125,5.6315557981613455,0.23943952467923496
8/15/2000,5.640625,5.71875,5.578125,5.703125,5.703125,502000,5.7875,5.64,0.23698654678116798
8/16/2000,5.703125,5.734375,5.65625,5.71875,5.71875,661600,5.77109375,5.646026968562915,0.2293190967836534
8/17/2000,5.6875,5.734375,5.65625,5.6875,5.6875,569200,5.7546875,5.649976781080733,0.22254116081430525
8/18/2000,5.65625,5.71875,5.5625,5.625,5.625,562000,5.725,5.647598040025425,0.19531414472991562
8/21/2000,5.625,5.796875,5.625,5.796875,5.796875,691200,5.70546875,5.661814893356337,0.16358404545060715
8/22/2000,5.75,5.765625,5.640625,5.71875,5.71875,326800,5.68515625,5.667237284465257,0.1306568481383964
8/23/2000,5.71875,5.734375,5.640625,5.71875,5.71875,220000,5.671875,5.672143257373327,0.11060167387140815
8/24/2000,5.6875,5.71875,5.609375,5.6875,5.6875,708400,5.6625,5.673605804290154,0.10
8/25/2000,5.6875,5.71875,5.625,5.671875,5.671875,272000,5.6578125,5.673440965786329,0.10
8/28/2000,5.65625,5.78125,5.640625,5.734375,5.734375,547600,5.671875,5.679244207140012,0.09
8/29/2000,5.71875,5.984375,5.703125,5.984375,5.984375,540800,5.68828125,5.708304282650488,0.11019138460776234
8/30/2000,5.953125,6.1875,5.921875,6.09375,6.09375,740400,5.7078125,5.7450133985885365,0.14276514748189023
8/31/2000,6.4375,6.59375,6.4375,6.5625,6.5625,2637600,5.746875,5.822869265389628,0.23861838477500272
9/1/2000,6.34375,6.40625,5.5625,5.65625,5.65625,4447200,5.7421875,5.807000763923949,0.23947306291489603
9/5/2000,5.65625,5.8125,5.5,5.65625,5.65625,2281200,5.7421875,5.792643548312145,0.23947306291489603
9/6/2000,5.703125,5.71875,5.421875,5.609375,5.609375,1290800,5.74140625,5.775189400853845,0.2399005991901145
9/7/2000,5.625,5.65625,5.5625,5.65625,5.65625,779600,5.74765625,5.763861838867765,0.2357293653238529
9/8/2000,5.703125,5.703125,5.46875,5.5625,5.5625,540400,5.7546875,5.744684520880359,0.22745259591430822
9/11/2000,5.59375,5.59375,5.53125,5.578125,5.578125,264400,5.753125,5.728821709367944,0.22860777142935107
9/12/2000,5.625,5.625,5.359375,5.5625,5.5625,376000,5.74921875,5.712981546570997,0.23128305907011132
9/13/2000,5.5625,5.5625,5.15625,5.25,5.25,1355200,5.7265625,5.668888065945188,0.2568200094808354
9/14/2000,5.3125,5.375,5.21875,5.34375,5.34375,587200,5.7078125,5.64,0.2707326271944906
9/15/2000,5.1875,5.265625,5.15625,5.21875,5.21875,889200,5.684375,5.598001341964201,0.2920355202125057
9/18/2000,5.21875,5.21875,4.84375,4.9375,4.9375,1698000,5.65,5.535096452253325,0.33647352431623595
9/19/2000,4.953125,5.0625,4.90625,4.96875,4.96875,1422000,5.60859375,5.481158694895865,0.3670159873789904
9/20/2000,5,5.0625,4.953125,5.046875,5.046875,334400,5.575,5.439798343001021,0.3866275726512651
9/21/2000,5,5.09375,4.9375,4.96875,4.96875,1654400,5.5375,5.3949365960485425,0.40774648462455537
9/22/2000,4.90625,5.0625,4.84375,5.0625,5.0625,623600,5.50625,5.3632759678534425,0.41942821158220994
9/25/2000,5.015625,5.140625,5.015625,5.109375,5.109375,689600,5.478125,5.339094923295972,0.42653674372789774
9/26/2000,5.0625,5.1875,5.046875,5.15625,5.15625,1197600,5.44921875,5.321681121077309,0.42784443241327524
9/27/2000,5.109375,5.296875,5.109375,5.125,5.125,1644000,5.40625,5.302949585736613,0.4142060016973478
9/28/2000,5.109375,5.3125,5.109375,5.25,5.25,1603200,5.3640625,5.297906768047412,0.38223220652365913
9/29/2000,5.25,5.53125,5.15625,5.453125,5.453125,1176400,5.30859375,5.312689456804801,0.26016915320853784
10/2/2000,5.40625,5.4375,5.046875,5.046875,5.046875,811600,5.278125,5.2873737942519625,0.25289239637587835
10/3/2000,5.078125,5.21875,4.984375,5.03125,5.03125,1052400,5.246875,5.262981051942252,0.24209330723481834
10/4/2000,4.96875,5.046875,4.90625,4.984375,4.984375,984000,5.215625,5.236447142233466,0.23300586944831606
10/5/2000,5,5.375,4.984375,5.140625,5.140625,1110800,5.18984375,5.227321223925516,0.2089729422290809
10/6/2000,5.125,5.28125,5.0625,5.28125,5.28125,1090800,5.17578125,5.232457297837372,0.19129083187699963
10/9/2000,5.25,5.28125,5.0625,5.171875,5.171875,608000,5.15546875,5.226687555186193,0.16624874789298105
10/10/2000,5.140625,5.1875,5.09375,5.15625,5.15625,609600,5.13515625,5.219979216597032,0.13595829393288894
10/11/2000,5.125,5.234375,5.109375,5.203125,5.203125,862400,5.1328125,5.218374053111601,0.13426785814281925
10/12/2000,5.21875,5.453125,5.21875,5.265625,5.265625,1015600,5.12890625,5.222874143291448,0.12883458434501327
10/13/2000,5.234375,5.609375,5.203125,5.59375,5.59375,1256400,5.14765625,5.258195653454167,0.16485164220941767
10/16/2000,5.59375,5.703125,5.46875,5.515625,5.515625,1276000,5.1765625,5.282712734077579,0.17634731589214966
10/17/2000,5.515625,5.6875,5.46875,5.6875,5.6875,807600,5.2125,5.321263902260667,0.20299211240185108
10/18/2000,5.5625,5.734375,5.5,5.734375,5.734375,741600,5.246875,5.36,0.22989691268158374
10/19/2000,5.71875,5.859375,5.671875,5.859375,5.859375,537200,5.29140625,5.408109452870978,0.25775766960805235
10/20/2000,5.859375,5.859375,5.71875,5.8125,5.8125,471600,5.32890625,5.446622838311837,0.2765727213395103
10/23/2000,5.8125,5.921875,5.78125,5.921875,5.921875,688400,5.36953125,5.491884948948805,0.30120521854042415
10/24/2000,5.890625,6.125,5.796875,6.046875,6.046875,1127600,5.4140625,5.544741144287014,0.3322500730168992
10/25/2000,6.03125,6.125,5.859375,5.96875,5.96875,1634000,5.45625,5.585122940069203,0.34686092313778755
10/26/2000,5.9375,6,5.75,5.828125,5.828125,519200,5.48515625,5.608265993395945,0.3528066435810591
10/27/2000,5.828125,5.875,5.75,5.75,5.75,262000,5.5,5.621764470215379,0.3576007403147853
10/30/2000,5.75,5.75,5.578125,5.734375,5.734375,991600,5.534375,5.632489282575819,0.34455647023994324
10/31/2000,3.8125,4,3.34375,3.359375,3.359375,17944400,5.45078125,5.416002208044789,0.5890847493355004
11/1/2000,3.375,3.390625,3,3.25,3.25,19073200,5.3640625,5.209716283469095,0.7632650255171068
11/2/2000,3.296875,3.5625,3.265625,3.546875,3.546875,3819600,5.284375,5.051350446948228,0.8643263462921484
11/3/2000,3.515625,3.796875,3.5,3.796875,3.796875,2175200,5.21015625,4.931876594857921,0.93
11/6/2000,3.828125,3.828125,3.6875,3.75,3.75,2453200,5.1390625,4.819316919157166,0.9821063037883361
11/7/2000,3.75,3.921875,3.625,3.8125,3.8125,2404400,5.071875,4.72,1.0258581132013582
11/8/2000,3.84375,3.875,3.703125,3.859375,3.859375,1165200,5.0046875,4.641138679854278,1.0602372868564789
11/9/2000,3.84375,3.84375,3.6875,3.796875,3.796875,772800,4.93125,4.560732615106252,1.0916144565323986
11/10/2000,3.796875,3.796875,3.609375,3.671875,3.671875,1893600,4.83515625,4.476079508905656,1.114574718926785
11/13/2000,3.625,3.671875,3.546875,3.578125,3.578125,899200,4.73828125,4.390560031867022,1.136306431256753
11/14/2000,3.59375,3.625,3.46875,3.484375,3.484375,777600,4.628125,4.304256695498734,1.1461888902094066
11/15/2000,3.515625,3.625,3.453125,3.546875,3.546875,546800,4.51875,4.232125105451235,1.1394201008049745
11/16/2000,3.53125,3.65625,3.53125,3.5625,3.5625,1607600,4.40390625,4.168351285884451,1.1126223667733834
11/17/2000,3.609375,3.609375,3.390625,3.546875,3.546875,1190000,4.290625,4.11,1.08
11/20/2000,3.578125,3.578125,3.390625,3.4375,3.4375,530800,4.16640625,4.05,1.0201288673713753
11/21/2000,3.4375,3.78125,3.421875,3.734375,3.734375,1920800,4.05078125,4.015593237218599,0.9221171487281946
11/22/2000,3.703125,3.90625,3.671875,3.90625,3.90625,1391600,3.94765625,4.005179595578733,0.80
11/24/2000,3.859375,4,3.8125,4,4,835600,3.85625,4.004686300761711,0.6721828395138028
11/27/2000,3.96875,4,3.921875,3.984375,3.984375,1556000,3.76796875,4.0027518911653575,0.5057053956236035
11/28/2000,3.984375,4.0625,3.9375,4.015625,4.015625,2024800,3.68203125,4.003977901530561,0.21835461212557303
11/29/2000,4.015625,4.09375,3.96875,4.03125,4.03125,736400,3.715625,4.006575244241937,0.21778452351856153
11/30/2000,4.03125,4.0625,3.859375,4.015625,4.015625,1464800,3.75390625,4.007437125742705,0.19802394224512115
12/1/2000,4,4.109375,4,4.109375,4.109375,637200,3.78203125,4.02,0.20682206102343953
12/4/2000,4.078125,4.078125,3.96875,3.96875,3.96875,988800,3.790625,4.012536399984391,0.21099992984532803
12/5/2000,3.96875,4.125,3.96875,4.078125,4.078125,743600,3.80703125,4.018782933319211,0.2202296643451157
12/6/2000,4.03125,4.109375,3.9375,3.96875,3.96875,1084400,3.81484375,4.014017892050715,0.22318547158947194
12/7/2000,4,4.0625,3.96875,4.015625,4.015625,702000,3.82265625,4.014170949950647,0.22751896564597643
12/8/2000,4.03125,4.21875,3.96875,4.21875,4.21875,1495200,3.84375,4.033654669002966,0.24396498616334442
12/11/2000,4.1875,4.21875,4.09375,4.140625,4.140625,997600,3.8671875,4.043842319574112,0.24904732131981588
12/12/2000,4.140625,4.15625,4,4,4,690400,3.88828125,4.039666860567054,0.24101210958260424
12/13/2000,3.96875,4.03125,3.9375,3.953125,3.953125,746800,3.91171875,4.031424778608287,0.22168351401606282
12/14/2000,4,4,3.75,3.765625,3.765625,856000,3.92265625,4.006110513978926,0.20769003613605094
12/15/2000,3.71875,3.953125,3.6875,3.953125,3.953125,1132000,3.9421875,4.001064274552362,0.1896193273619737
12/18/2000,3.96875,3.96875,3.84375,3.9375,3.9375,784000,3.96171875,3.9950105341188036,0.1653186559892409
12/19/2000,3.890625,4.25,3.875,4.203125,4.203125,4110800,4,4.014830959440822,0.11996435874216148
12/20/2000,4.15625,4.171875,4.109375,4.125,4.125,774400,4.01953125,4.0253232490178865,0.1053506587903598
12/21/2000,4.125,4.1875,4.09375,4.140625,4.140625,595200,4.03125,4.04,0.10512171829784654
12/22/2000,4.15625,4.203125,4.125,4.1875,4.1875,552400,4.040625,4.050703952143893,0.11041563223612116
12/26/2000,4.1875,4.1875,4.125,4.15625,4.15625,830000,4.04921875,4.060755956701618,0.11247658290639773
12/27/2000,4.15625,4.21875,4.125,4.203125,4.203125,1311200,4.05859375,4.0743149132062255,0.11724231174292887
12/28/2000,4.1875,4.421875,4.1875,4.34375,4.34375,1839600,4.07421875,4.099975397662775,0.13315069170792868
12/29/2000,4.359375,4.53125,4.328125,4.4375,4.4375,2984400,4.0953125,4.132120597885368,0.15500324964759005
1/2/2001,4.4375,4.4375,4.328125,4.34375,4.34375,928000,4.10703125,4.152275779039143,0.1646800719886737
1/3/2001,4.34375,4.671875,4.3125,4.578125,4.578125,1235600,4.1375,4.192832847702082,0.19
1/4/2001,4.546875,4.609375,4.46875,4.5625,4.5625,486400,4.16171875,4.228039243159027,0.2133542114214005
1/5/2001,4.5,4.5,4.1875,4.21875,4.21875,2196000,4.17421875,4.2271545533343575,0.20872684190407262
1/8/2001,4.25,4.265625,4.21875,4.25,4.25,599600,4.1859375,4.229330310159657,0.20591454977540638
1/9/2001,4.28125,4.46875,4.28125,4.359375,4.359375,1112400,4.19296875,4.24,0.2094642754484462
1/10/2001,4.4375,4.59375,4.4375,4.5,4.5,1228000,4.2109375,4.266314040742939,0.2198924583894973
1/11/2001,4.453125,4.5,4.4375,4.453125,4.453125,288400,4.23359375,4.284105560672184,0.22035798802519302
1/12/2001,4.40625,4.5,4.390625,4.484375,4.484375,788000,4.26015625,4.303178840608166,0.21675992083696666
1/16/2001,4.484375,4.5,4.359375,4.5,4.5,2159200,4.296875,4.321923712931198,0.1890016621341514
1/17/2001,4.5,4.5625,4.4375,4.484375,4.484375,1713200,4.3234375,4.337395264080607,0.17495740788079484
1/18/2001,4.453125,4.59375,4.453125,4.5625,4.5625,668400,4.3546875,4.358833810358645,0.15732361416000773
1/19/2001,4.5625,4.5625,4.34375,4.390625,4.390625,1036400,4.3640625,4.361861542705441,0.15335307933259146
1/22/2001,4.390625,4.46875,4.34375,4.46875,4.46875,612400,4.38125,4.372041395781113,0.14413563833015347
1/23/2001,4.484375,4.5,4.296875,4.4375,4.4375,987600,4.39609375,4.378275548563864,0.13289954577834673
1/24/2001,4.4375,4.5,4.390625,4.5,4.5,1004800,4.41171875,4.389868353462544,0.12523364266415418
1/25/2001,4.46875,4.59375,4.4375,4.46875,4.46875,264400,4.42734375,4.397380891228015,0.11028463379955324
1/26/2001,4.484375,4.5,4.34375,4.34375,4.34375,400000,4.434375,4.392273187301537,0.10
1/29/2001,4.3425,4.57,4.3,4.5675,4.5675,462400,4.445562499999999,4.4089614551775815,0.10100093228464498
1/30/2001,4.5375,4.625,4.5025,4.6,4.6,477200,4.453687499999999,4.427155602303526,0.10669390628408423
1/31/2001,4.5975,4.65,4.55,4.5625,4.5625,940400,4.464625,4.4400455449412854,0.10604108718346743
2/1/2001,4.5375,4.65,4.5325,4.6125,4.6125,816000,4.46634375,4.456469778756401,0.10823347445118552
2/2/2001,4.575,4.625,4.4875,4.625,4.625,723200,4.46946875,4.472520276017696,0.1119928765577087
2/5/2001,4.6,4.6,4.4825,4.485,4.485,527200,4.48278125,4.473708821158868,0.10
2/6/2001,4.5,4.5,4.285,4.3175,4.3175,557200,4.48615625,4.458831790572309,0.09
2/7/2001,4.5,4.8,4.5,4.625,4.625,1782800,4.4994375,4.474657334327327,0.09
2/8/2001,4.65,4.8125,4.65,4.735,4.735,404800,4.5111875,4.50,0.10194165562376879
2/9/2001,4.8125,4.925,4.7925,4.8625,4.8625,1292800,4.531656249999999,4.534027885923276,0.12755179465896602
2/12/2001,4.875,5.42,4.875,5.375,5.375,1359600,4.5761875,4.6141204682162975,0.22693057895416655
2/13/2001,5.25,5.3625,5,5.035,5.035,690000,4.6029375,4.654204233148079,0.24802858394537322
2/14/2001,5.0125,5.0875,5,5.05,5.05,348000,4.63121875,4.691899068086357,0.26543475966141467
2/15/2001,5.025,5.25,5.0025,5.25,5.25,534000,4.66559375,4.745051537792419,0.2985219534679194
2/16/2001,5.225,5.225,5.0125,5.1575,5.1575,483600,4.7039375,4.78,0.31036064415577824
2/20/2001,5.1575,5.25,5.125,5.19,5.19,389200,4.74,4.82,0.32
2/21/2001,5.165,5.2175,5.13,5.2,5.2,311600,4.778125,4.858875229210474,0.33055836434258123
2/22/2001,5.15,5.35,5.11,5.32,5.32,716800,4.819125,4.902791874047572,0.34479305864456505
2/23/2001,5.315,5.315,5,5.15,5.15,446800,4.8531875,4.93,0.3419967189266293
2/26/2001,5.15,5.25,5.1175,5.25,5.25,469200,4.8985,4.957160695082026,0.3307998679437162
2/27/2001,5.2375,5.6875,5.1325,5.4375,5.4375,730000,4.942,5.002907295550404,0.3419954985853364
2/28/2001,5.5,5.5,5.225,5.2375,5.2375,447200,4.9738750000000005,5.025249457878937,0.3381290190927613
3/1/2001,5.275,5.3625,5.25,5.3075,5.3075,697200,5.011125000000001,5.052130461890466,0.33139406003475275
3/2/2001,5.3075,5.325,5,5.0625,5.0625,742800,5.033625,5.053118036948517,0.31790688288272734
3/5/2001,5.075,5.1,4.9625,4.995,4.995,477200,5.052124999999999,5.047582985810563,0.30330663982702316
3/6/2001,4.995,5.0575,4.9875,4.995,4.995,1457600,5.077624999999999,5.042575082400034,0.27304625957596057
3/7/2001,4.9375,4.96,4.725,4.775,4.775,1751200,5.1005,5.017091741219079,0.22003079927951172
3/8/2001,4.8,4.92,4.8,4.8375,4.8375,538400,5.1111249999999995,4.999987765864881,0.20008793297211724
3/9/2001,4.8625,4.9,4.7575,4.785,4.785,511200,5.113625000000001,4.979512740544416,0.19539850474836443
3/12/2001,4.775,4.825,4.7625,4.7875,4.7875,481200,5.109875000000001,4.9612258128735185,0.2011079099572423
3/13/2001,4.7875,4.9625,4.755,4.9625,4.9625,502800,5.089250000000001,4.961347164028421,0.19349469596974167
3/14/2001,4.9,5,4.825,4.965,4.965,745600,5.085749999999999,4.961695053168571,0.19515361695476724
3/15/2001,4.99,4.99,4.88,4.88,4.88,827200,5.07725,4.953914571914421,0.20042372876641434
3/16/2001,4.875,4.8775,4.8375,4.85,4.85,885200,5.05725,4.9440179460178095,0.20222756202384187
3/19/2001,4.85,4.85,4.75,4.8,4.8,328000,5.039375,4.93,0.20859945722037013
3/20/2001,4.8,4.825,4.66,4.66,4.66,1427200,5.012874999999999,4.904558908191449,0.22171027057614767
